Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Sector,CMP / BV,ROA 12M  %,Debt / Eq,ROE  %,Prom. Hold.  %,Earnings Yield  %,Pledged  %,Ind PE,EV  Rs.Cr.,No. Eq. Shares  Cr.,B.V.  Rs.,Inven TO,Quick Rat,Export  %,Piotski Scr,G Factor,Asset Turnover,Leverage,Unpledged Prom Hold  %,ROIC  %,Debtor days,Ind PBV,Credit Rate,WC Days,BEP  %,Graham's Number  Rs.,Cash Cycle,Days Payable,Days Receivable,Inventory Days,Public Hold  %,FII Hold  %,Chg in FII Hold  %,DII Hold  %,Chg in DII Hold  %
Tricom Fruit,1.2,,2.29,0,-0.03,,0,,,FMCG,,0,,,12.62,0,62.69,43.92,67.71,1.91,-45.17,,0,,3,1,0,0,4.71,,,3.72,,,0,,,,,,87.39,0,0,0,0
Goldcoin Health,6,,1.8,0,-0.13,0,0.01,0,-3.07,FMCG,1.19,-3.15,0.17,-3.95,39.31,-5.37,42.55,43.92,2.05,0.3,5.03,,2.51,0,3,2,0.02,1.68,22.58,-6.67,7847.5,3.72,,4836.25,-5.21,,7847.5,,7847.5,0,60.69,0,0,0,0
Natura Hue Chem,4.28,,1.78,0,0.05,225,0,,-1.31,FMCG,0.17,-1.34,0.02,-1.7,16.37,-3.52,0,43.92,1.99,0.41,25.09,,0.31,0,3,4,0,1.22,16.37,-1.31,0,3.72,,-1606,-0.64,,0,,0,,83.63,0,0,0,0
Transglobe Foods,66.51,,0.96,0,-0.15,-275,0,,11.11,FMCG,,-6.35,,,12.13,2.4,0,43.92,1.25,0.01,-3.45,,0.54,0,6,0,0.57,-6.3,12.13,-23.08,344.72,3.72,,263.61,10.34,,344.72,,344.72,,87.85,0.02,0,0,0
GAIL (India),121.35,19.33,79788.83,3.3,1792.99,-44.88,32788.63,-13.48,9.79,Gas Distribution,1.23,5.49,0.27,8.69,51.91,6.01,0,14.6,96502.04,657.51,98.75,27.86,0.67,0,4,4,1.43,1.57,51.91,10.7,26.76,1.72,,13.93,5.38,118.49,23.36,20.24,26.76,16.84,6.01,16.09,-0.31,18.06,0.13
Adani Total Gas,633.85,124.85,69711.46,0.04,150.22,8.56,1056.06,1.32,20.74,Gas Distribution,23.7,10.86,0.48,20.39,74.8,1.14,0,14.6,70761.71,109.98,26.74,37.79,0.35,0,6,3,0.87,1.71,74.8,28.67,22.49,1.72,,-49.83,14.33,55.27,-3.04,36.29,22.49,10.76,4.97,14.08,-2.24,6.15,0.01
Petronet LNG,219.55,9.89,32932.5,1.37,789.85,12.69,11656.05,-18.28,26.55,Gas Distribution,2.21,14.88,0.22,22.85,50,15.64,0,14.6,30597.48,150,99.56,62.27,3.69,0,6,5,2.75,1.46,50,19.37,23.4,1.72,,21.54,21.35,222.97,20.08,11.12,23.4,7.8,10.77,34.27,-0.54,4.97,0.42
Indraprastha Gas,467.05,22.35,32693.54,2.78,438.4,4.17,3406.99,6.67,27.28,Gas Distribution,4.61,13,0.01,20.61,45,6.52,0,14.6,30143.08,70,101.24,210.66,0.99,0,7,5,1.27,1.57,45,25.25,23.31,1.72,,-67.43,16.69,218.16,-6.5,31.53,23.31,1.72,7.72,21.94,0.67,20.17,-0.11
Guj.St.Petronet,277.35,10.41,15648.4,1.8,434.03,-29.19,4108.33,-25.8,35.05,Gas Distribution,1.66,14.36,0.02,18.9,37.63,20.23,0,14.6,14425.15,56.42,167.47,49.97,0.95,0,7,5,1.11,1.73,37.63,22.48,23,1.72,,-24.71,16.85,316.87,9.71,21.03,23,7.74,18.62,16.55,-0.17,25.2,0.32
Mahanagar Gas,1030.3,10.46,10177.07,2.52,368.4,98.92,1537.79,5.71,26.79,Gas Distribution,2.46,14.03,0.03,20.44,32.5,13.03,0,14.6,10063.81,9.88,418.54,144.62,1.26,0,8,6,1.12,1.36,32.5,22.83,17.04,1.72,,13.79,21.74,963.25,-6.7,26.52,17.04,2.79,9.96,32.38,1.43,15.15,0.22
Deep Industries,244.05,15.13,1561.92,0.76,31.01,55.11,101.32,38.51,8.59,Gas Distribution,1.13,6.21,0.05,7.04,63.49,8.44,0,14.6,1589,6.4,215.51,3.39,4.27,0,7,3,0.24,1.03,63.49,6.43,269.77,1.72,,419.42,8.45,331.02,245.12,139.93,269.77,115.28,35.32,1.19,-0.26,0,0
Deep Energy,155,278.65,496,0,-0.4,-3100,0.51,-35.44,0.8,Gas Distribution,1.24,0.37,0.09,0.51,67.99,0.58,0,14.6,528.78,3.2,124.85,4.5,0.58,0,7,3,0.06,1.46,67.99,0.87,4.36,1.72,,-546.35,0.52,39.53,-1584.31,1666.17,4.36,77.5,30.33,1.69,0.01,0,-0.06
Asahi India Glas,587.55,39.87,14283.34,0.34,102.79,-3.24,1088.62,18,20.4,Glass & Glass Products,6.88,8.54,0.68,18.6,54.24,4.2,3.96,28.81,15566.38,24.31,85.34,2.29,0.44,0,6,4,0.96,2.01,52.09,13.55,30.61,4.96,,56,14.28,169.05,76.96,224.95,30.61,271.3,40.42,3.62,-0.17,1.72,-0.01
Borosil Renew.,444.25,185.8,5798.92,0,-11.53,-127.63,354.5,108.55,,Glass & Glass Products,6.31,,0.46,,61.61,1.16,0,28.81,6086.92,13.05,70.45,,0.91,43.42,0,4,,,61.61,5.69,38.21,4.96,,82.25,4.31,61.59,446.59,208.28,38.21,616.66,32.02,6.29,0.11,0.07,-0.03
Borosil,431.25,67.04,4936.35,0,6.38,-58.84,250.56,15.88,10.82,Glass & Glass Products,5.71,6.42,0.12,8.49,70.28,2.05,0,28.81,5030.36,11.45,75.48,2.16,0.71,7.22,2,4,0.93,1.25,70.28,9.83,33.25,4.96,,73.15,8.5,107.49,191.97,54.88,33.25,213.6,27.4,2.15,0.01,0.19,0
La Opala RG,432.2,36.45,4797.42,1.16,28.72,43.03,86.22,4.95,22.32,Glass & Glass Products,6.19,14.11,0.02,16.23,65.64,3.82,0,28.81,4805.68,11.1,69.82,2.77,7.31,15.58,7,3,0.52,1.12,65.64,18.5,29.24,4.96,,381.6,20.46,136.48,258.23,120.9,29.24,349.89,13.69,1.75,-2.21,18.9,3.02
Saint-Gob. Sekur,123.9,38.87,1128.85,1.21,7.05,2.47,48.29,8.15,18.4,Glass & Glass Products,6.24,11.63,0.03,13.29,75,3.51,0,28.81,1131.83,9.11,19.85,6.59,1.27,0,6,3,0.9,1.14,75,57.25,49.05,4.96,,45.45,19.21,37.73,55.45,53.62,49.05,60.02,24.71,0.29,0,0,0
Haldyn Glass,110.15,20.09,592.07,0.64,9.15,38.85,72.92,-4.55,17.59,Glass & Glass Products,3.34,11.21,0.26,16.04,58.14,6.28,0,28.81,612.64,5.38,32.98,6.9,1.54,13.4,7,3,1.35,1.33,58.14,21.47,67.68,4.96,,54.13,14.18,63.78,46.48,96.31,67.68,75.11,41.86,0,0,0,0
Sejal Glass,221.05,26.45,223.26,0,0.02,,27.16,,,Glass & Glass Products,15.95,,2.23,,90.49,1.25,0.15,28.81,252.99,1.01,13.86,,0.49,,0,2,,,90.36,-41.19,81.44,4.96,,89.46,6.23,48.16,88.39,28.74,81.44,35.69,9.5,0,0,0,0
Hind.Natl.Glass,16.5,,147.76,0,87.07,163.36,701.05,10.56,-15.1,Glass & Glass Products,,-8.07,,,70.72,0.86,96.5,28.81,2186.54,8.96,-111.4,4.8,0.18,4.99,6,3,0.85,-2.9,2.47,-17.42,44.5,4.96,,-100.42,0.66,,-4.62,204.85,44.5,155.73,29.27,0,0,0,0
Banaras Beads,93.8,26.95,62.25,2.13,0.45,-32.84,6.22,-6.89,7.62,Glass & Glass Products,1.18,4.39,0.01,4.86,58.14,6.45,0,28.81,61.43,0.66,79.61,-0.01,3.64,0,7,3,0.47,1.09,58.14,8.36,83.91,4.96,,374.88,7.08,78.96,83.91,,83.91,,41.86,0,0,0,0
Triveni Glass,17.4,12.99,21.96,0,0.02,118.18,0,,264.57,Glass & Glass Products,,26.18,,,5.42,4.14,0,28.81,40.87,1.26,-13.93,,0.12,,3,2,0,-0.36,5.42,114.29,,4.96,,,29.09,,,,,,88.14,2.98,0.22,3.46,0
Jai Mata Glass,1.61,,16.1,0,-0.07,-40,0.14,100,0.35,Glass & Glass Products,5.57,0.34,0,0.36,44.53,0.93,0,28.81,16.09,10,0.29,,10.75,0,7,5,0.11,1.01,44.53,2.5,0,4.96,,433.44,5.08,,0,,0,,55.46,0,0,0,0
Apollo Hospitals,4840.35,104.1,69596.81,0.31,173.4,-47.48,4417.8,16.39,14.94,Healthcare,11.23,6.04,0.7,13.71,29.33,2.07,16.3,34.65,73153.41,14.38,431.02,21.39,1.1,0,6,5,1.2,2.23,24.55,11.57,49.09,4.76,,18.47,10.48,671.51,-15.85,81.55,49.09,16.61,5.49,47.93,0.97,17.02,-0.74
Max Healthcare,574.95,47.71,55852.34,0.17,240.08,38.91,1284.99,20.44,15.01,Healthcare,7.53,11.44,0.09,16.12,23.76,2.24,0,34.65,55073.23,97.14,76.31,13.4,1.79,0,8,4,0.47,1.3,23.76,14.23,26.89,4.76,,-38.88,12.19,143.92,-158.08,215.14,26.89,30.18,4.45,59.89,7.93,11.9,-7.46
Fortis Health.,324.4,46.89,24490.84,0.31,123.95,-9.37,1657.41,11.4,10.89,Healthcare,3.38,4.75,0.13,7.77,31.17,3.44,0,34.65,25053.84,75.5,95.93,12.81,0.9,0,7,3,0.53,1.63,31.17,6.9,33.71,4.76,,-12.25,7.13,128.58,-114.69,179.22,33.71,30.82,16.65,30.03,-1.19,22.17,1.48
Narayana Hrudaya,1024.25,30.8,20931.66,0.24,184.04,66.4,1233.43,19.35,31.6,Healthcare,9.82,16.37,0.41,33.06,63.85,4.18,0,34.65,21435.95,20.44,104.29,13.78,0.98,0,9,5,1.24,1.72,63.85,25.89,34.81,4.76,,-11.42,21.47,279.36,-158.26,224.23,34.81,31.16,12.45,11.1,0.74,11.95,-2.19
Global Health,706.75,51.35,18966.37,0,102.01,73.75,773.04,25.2,17.09,Healthcare,7.81,9.02,0.46,16.15,33.07,3.09,0,34.65,18810.22,26.83,90.54,1.96,2.65,0,8,5,0.74,1.49,33.07,12.18,26.31,4.76,,-17.86,14.17,168.63,26.31,,26.31,,45.55,10.58,0.69,10.79,-1.55
Dr Lal Pathlabs,2201.25,69.65,18372.7,0.55,83.6,43.15,541,7.62,18.47,Healthcare,11.01,10.18,0.25,15.04,55.01,2.3,0,34.65,18126.79,8.35,199.87,10.96,1.68,0,6,4,0.85,1.42,55.01,14.31,12.82,4.76,,-19.15,17.5,377.22,-87.01,127.42,12.82,27.6,12.65,23.27,-1.62,8.34,1.78
Aster DM Health.,329.95,45.62,16481.43,0,19.85,-92.85,3215.37,20.78,9.67,Healthcare,4.05,3.44,1.28,10,41.88,4.06,98.87,34.65,21753.17,49.95,81.55,3.16,0.77,0,5,2,0.87,3.08,0.47,7.74,71.46,4.76,,32.42,5.95,115.2,-102.38,308.77,71.46,134.93,10.26,38.82,0.19,8.62,-0.31
Krishna Institu.,1933.55,45.94,15473.77,0,86.68,15.52,606.03,22.3,25.43,Healthcare,9.27,14.77,0.41,21.34,38.84,3.2,15.53,34.65,16085.58,8,208.62,13.22,1.24,0,4,5,0.91,1.44,32.81,19.9,41.96,4.76,,15.2,17.77,451.26,-57.81,132.33,41.96,32.55,12.23,13.15,-6.26,35.77,6.01
Poly Medicure,1394.35,62.23,13381.66,0.18,62.7,132.57,320.83,28.93,18.91,Healthcare,10.78,12.14,0.12,15.39,53.31,2.21,0,34.65,13347.62,9.6,129.38,2.15,2.04,0,6,5,0.76,1.19,53.31,14.47,77.05,4.76,,150.82,18.66,255.41,181.68,83.01,77.05,187.64,26.82,15.61,-0.6,4.25,0.58
Rainbow Child.,1054.85,50.11,10706.91,0.28,41.5,7.36,287.17,21.09,24.17,Healthcare,10.1,13.82,0.54,25.36,49.83,3.04,0,34.65,11231.72,10.15,104.42,10.69,2.82,0,8,5,0.76,1.45,49.83,20.97,18.14,4.76,,76.52,19.2,222.38,-133.41,194.81,18.14,43.26,14.63,20.2,0.38,15.36,-0.02
Metropolis Healt,1362.9,50.48,6980.87,0.59,28.98,-13.77,277.09,-0.99,17.41,Healthcare,7.06,9.51,0.27,15.24,49.76,2.92,1.18,34.65,7154.06,5.12,192.97,5.59,0.92,0,4,3,0.76,1.53,49.17,13.34,38.75,4.76,,13.92,13.99,342.43,-32.58,135.59,38.75,64.26,9.69,25.66,-0.01,14.89,1.25
Vijaya Diagnost.,505.2,55.33,5166.55,0.2,26.38,50.14,121.05,15.99,18.49,Healthcare,9.47,10.79,0.45,16.57,54.98,2.78,0,34.65,5297.69,10.23,53.37,23.29,2.03,0,3,5,0.59,1.44,54.98,16.46,7.54,4.76,,-24.95,17.26,104.81,-151.59,171.84,7.54,12.71,5.73,20.27,-5.01,19.02,5.12
Health.Global,350.45,259.54,4876.77,0,3.65,47.18,460.68,12.9,8.37,Healthcare,5.67,0.78,1.05,2.04,71.35,2.67,3.09,34.65,5581.32,13.91,61.86,12.43,0.95,0,7,4,0.75,2.63,69.15,3.53,65.16,4.76,,-21.59,6.44,55.6,-115.72,213.84,65.16,32.96,15.59,6.47,0.1,6.58,1.05
Yatharth Hospit.,373.7,48.78,3208.22,0,19.04,73.09,154.51,39.11,26.58,Healthcare,,14.42,1.46,43.87,66.33,3.21,0,34.65,3437.19,8.59,,2.43,1.71,0,7,3,1.05,2.49,66.33,18.81,82.25,4.76,,79.11,22.73,,82.25,,82.25,,21.96,4.26,,7.45,
Kovai Medical,2693.6,23.95,2946.8,0.19,31.05,30.52,274.61,16.34,16.79,Healthcare,4.1,8.43,0.71,17.67,56.26,6.39,0,34.65,3209.12,1.09,657.12,22.19,1.54,0,8,5,0.73,1.94,56.26,12.17,9.05,4.76,,-38.05,14.21,1289.33,-7.78,35.27,9.05,18.44,39.34,2.2,0.02,2.19,0.12
Thyrocare Tech.,537.85,51.21,2846.84,3.35,18.73,-6.91,123.61,3.66,15.28,Healthcare,5.46,9.14,0.04,10.61,71.14,2.85,100,34.65,2851.62,5.29,98.44,6.43,1.46,0,4,3,0.8,1.16,0,25.95,62.51,4.76,,38.49,13.29,152.52,73.97,51.68,62.51,63.14,11.95,3.44,-6.55,13.46,5.01
Shalby,244.85,38.66,2644.62,0.49,20.82,3.53,235.49,16.76,10.55,Healthcare,2.85,5.37,0.15,7.37,74.12,4.13,0,34.65,2774,10.8,85.89,0.49,0.96,0,7,4,0.65,1.33,74.12,7.85,48.23,4.76,,108.43,8.93,110.65,654.06,546.41,48.23,1152.24,21,4,0.08,0,0
Krsnaa Diagnost.,645.15,32.72,2025.62,0.43,15.25,-9.23,132.29,18.36,11.96,Healthcare,2.73,7.11,0.04,8.89,27.8,4.46,0,34.65,1949.89,3.14,236.48,4.33,2.12,0,6,4,0.52,1.2,27.8,11.38,58.63,4.76,,24.64,9.57,323.88,-108.91,290.9,58.63,123.36,46.74,5.69,2.3,19.77,1.28
Artemis Medicare,127,42.16,1725.43,0.35,9.94,14.25,201.19,23.07,11.45,Healthcare,4.19,4.91,0.66,10.1,68.03,3.91,0,34.65,1945.3,13.59,30.3,1.26,0.74,0,5,5,0.9,1.94,68.03,9.17,43.34,4.76,,-29.19,8.63,45.57,43.34,,43.34,,23.3,0.07,0.07,1.41,0.04
Indrapr.Medical,178.95,17.02,1640.43,1.68,30.5,50.39,306.51,16.4,34.33,Healthcare,4.32,17.07,0.01,24.63,51,8.88,0,34.65,1514.16,9.17,41.39,2.47,1.66,0,9,8,2.16,1.34,51,24.24,22.67,4.76,,-10.9,24.23,98.95,22.67,,22.67,,48.62,0.37,0.1,0,0
KMC Speciality,92.68,54.93,1511.61,0,6.94,13.58,40.84,16.52,26.38,Healthcare,13.32,17.2,0.44,26.65,75,2.5,0,34.65,1522.76,16.31,6.96,11.1,2.2,0,6,5,1,1.37,75,22.91,10.24,4.76,,-9.28,20.94,16.26,-55.55,101.86,10.24,36.07,25,0,0,0,0
Dr Agarwal's Eye,2379.25,28.42,1118.25,0.13,11.54,26.67,77.8,17.19,18.6,Healthcare,9.87,10.48,2.05,38.54,71.89,4.47,99.8,34.65,1322.62,0.47,241.15,5.66,0.74,0,7,4,0.76,3.11,0.14,15.86,13.77,4.76,,-24.4,15.17,674,-239.56,326.8,13.77,73.47,28.1,0,0,0,0
Vasa Denticity,493.55,104.01,790.48,0,,,,,111.65,Healthcare,,39.05,0.54,126.46,69.62,1.31,0,104.01,792.18,1.6,,9.35,0.63,0,4,3,6.33,3.24,69.62,93.45,4.03,2.19,,17.59,53.19,,23.13,19.93,4.03,39.03,25.53,2.61,,2.25,
Prevest Denpro,489.25,36.45,587.25,0.2,4.08,10.87,13.39,8.25,32.25,Healthcare,8.07,22.01,0,24.19,73.6,3.89,0,34.65,548.25,1.2,60.64,3.2,8.88,0,6,4,0.7,0.98,73.6,28.8,31.48,4.76,,63.55,27.11,135.33,129.9,40.23,31.48,138.65,25.53,0.26,-0.04,0.61,-0.34
Hemant Surgical,232,31.58,242.21,0,,,,,45.03,Healthcare,,12.85,0.3,41.74,73.56,5.01,0,34.65,240.87,1.04,,5.87,0.84,0,8,2,1.83,2.53,73.56,35.3,57.59,4.76,,14.7,18.6,,15.08,109.69,57.59,67.18,,,,,
Asarfi Hospital,122.7,30.1,241.44,0,,,,,26.21,Healthcare,,10.27,0.41,24.88,61.17,4.89,0,34.65,250.12,1.97,,17.12,1.79,0,4,2,0.88,1.87,61.17,14.55,89.8,4.76,,78.56,13.09,,24.72,90.98,89.8,25.89,,,,,
Lotus Eye Hospit,89.1,45.31,185.33,0.56,1.38,0.73,12.57,5.9,10.14,Healthcare,3.22,6.54,0,7.27,58.43,3.28,0,34.65,176.92,2.08,27.69,5.87,2.3,0,9,3,0.75,1.08,58.43,7.73,9.08,4.76,,8.61,9.19,35,0.31,76.75,9.08,67.98,41.56,0,0,0,0
Aashka Hospitals,62.91,,147.21,0,-2.1,,7.41,,0.34,Healthcare,1.57,-1.99,0.31,-2.66,61.28,0.25,0,34.65,173.34,2.34,40.14,4.69,0.78,0,3,2,0.15,1.34,61.28,0.75,150.7,4.76,,148.58,0.34,,3.57,224.94,150.7,77.81,38.72,0,0,0,0
Aatmaj Health,51.6,19.73,116.62,0,,,,,69,Healthcare,,34.38,0.64,72.87,63.72,7.54,0,34.65,121.62,2.26,,4.24,0.73,0,3,3,1.58,2.12,63.72,47.86,68.54,4.76,,35.21,53.34,,-189.48,344.02,68.54,86.01,36.27,0,,0,
Fortis Malar,57.5,,107.77,0,-2.93,1.01,17.76,-11.64,-0.77,Healthcare,1.68,-10.36,0.72,-21.45,62.71,-0.76,0,34.65,144.73,1.87,34.24,10.53,2.63,0,6,4,0.58,2.33,62.71,-0.87,13.5,4.76,,218.7,-0.8,,-539.47,584.69,13.5,31.71,37.23,0,0,0.07,0
Jeevan Scienti.,68.4,,105.88,1.75,0.58,52.63,10.39,0.58,-4.42,Healthcare,2.19,-4.24,0.18,-6.07,38.48,-2.03,0,104.01,108.6,1.55,31.21,2.58,2.59,25.96,2,7,0.51,1.47,38.48,-4.84,117.83,2.19,,156.67,-3.45,,-95.59,318.92,117.83,105.5,61.52,0,0,0,0
Shree Pacetronix,290.45,28.1,104.54,0,0.86,115,5.86,74.93,46.15,Healthcare,10.81,22.7,0.23,40.55,24.25,5.26,0,34.65,105.89,0.36,26.87,3.03,1.21,0,8,5,1.41,1.49,24.25,37.37,84.85,4.76,,96.02,33.68,79.04,210.04,32.22,84.85,157.41,75.75,0,0,0,0
Tejnaksh Health.,34.17,53.39,69.41,0,0.16,-71.43,3.03,5.21,11.37,Healthcare,3.19,5.88,0.29,8.03,73.83,3.55,0,34.65,72.7,2.03,10.72,2.37,3.42,0,6,3,0.39,1.4,73.83,8,49.16,4.76,,45.74,8.26,12.33,82.82,139.79,49.16,173.44,25.57,0.58,0,0,0
Nidan Laborator.,37.95,14.9,52.75,0,1.22,,10.18,,8.25,Healthcare,0.76,4,0.16,5.37,71.22,12.72,0,34.65,55.26,1.39,49.96,4.95,2.15,0,5,4,0.27,1.34,71.22,12.37,80.61,4.76,,199.72,8.33,53.5,80.61,,80.61,,28.78,0,0,0,0
Global Longlife,47.48,27.24,49.85,0,1.07,,11.7,,6.25,Healthcare,0.78,3.33,0.14,4.5,54.29,5.58,0,34.65,55.54,1.05,61.23,5.09,4.17,0,3,1,0.43,0.85,54.29,4.37,150.66,4.76,,430.86,4.08,49,109.35,110.43,150.66,69.12,45.71,0,0,0,0
Deccan Healthcar,29.21,124.45,49.78,0,0.31,55,11.22,28.38,0.82,Healthcare,0.6,0.44,0.02,0.52,19.27,1.32,0,124.45,48.37,1.7,48.96,0.54,2.04,0.39,3,3,0.5,1.18,19.27,0.62,103.94,0.6,,444.29,0.71,16.08,699.99,83.94,103.94,679.99,72.92,0,0,7.8,0
N G Industries,130.85,4.62,43.83,2.67,2.03,133.33,4.53,-18.23,6.58,Healthcare,1.55,4.91,0.02,5.45,74.5,25.87,0,34.65,42.68,0.34,84.17,4.14,0.93,0,6,5,0.65,1.03,74.5,24.14,1.37,4.76,,-13.27,35.94,231.48,36.05,0,1.37,34.69,25.5,0,0,0,0
Aspira Pathlab,40.38,,41.56,0,-0.72,-148.28,2.6,-12.46,2.01,Healthcare,5.31,-0.51,0.17,-0.66,19.37,-0.24,0,34.65,41.56,1.03,7.6,6.85,3.46,0,3,5,0.82,1.29,19.37,2.55,59.07,4.76,,65.63,-0.58,,66.37,51.1,59.07,58.4,80.64,0,0,0,0
Family Care,6.87,7.02,37.11,0.73,1.34,3.08,11.93,6.14,23.05,Healthcare,0.81,9.22,0.09,17.52,18.54,37.11,0,34.65,22.15,5.4,8.48,73.85,2.82,0,5,4,0.83,1.25,18.54,11.93,223.94,4.76,,160.51,11.06,12.75,-156.88,386.99,223.94,6.18,81.37,0,0,0.09,0
Adeshwar Meditex,24.5,17.08,35.36,0,0.99,,36.3,,9.93,Healthcare,1.07,2.85,0.44,6.69,42.65,10.34,0,34.65,47.99,1.44,22.8,2.75,1.12,0,7,3,1.13,2.35,42.65,8.02,143.94,4.76,,173.99,7.4,27.13,167.42,109.39,143.94,132.87,57.36,0,0,0,0
One Global Serv,47.98,15.35,34.07,0,0.98,653.85,12.52,499.04,19.74,Healthcare,4.68,12.95,0.05,20.91,29.51,7.33,0,34.65,34.38,0.71,10.26,,1.73,0,5,4,1.7,1.46,29.51,29.34,163.97,4.76,,75.74,19.66,26.86,163.97,,163.97,0,70.49,0,0,0,0
Transgene Biotek,4.44,,33.64,0,-0.14,89.93,0.1,66.67,-21.64,Healthcare,2.96,-4.15,1.15,-41.81,23.64,-9.8,0,34.65,46.75,7.58,1.5,1.17,0.08,0,4,4,0,12.73,23.64,-84.49,60.83,4.76,,-8638.33,-3.22,,-982.02,1199.29,60.83,156.43,76.37,0,0,0,0
Bandaram Pharma,27.84,59.66,33.41,0,0.07,121.88,5.87,545.05,6.17,Healthcare,10.85,1.88,4.61,5.15,75,2.57,0,34.65,47.46,1.2,2.57,11.55,1.68,,3,2,1.35,4.49,75,3.04,129.01,4.76,,274.97,6.05,5.19,185.18,5.46,129.01,61.63,24.99,0,0,0.01,-0.03
Centenial Surgic,78.89,28.5,28.79,0,0.29,-3.33,13.66,1.26,8.03,Healthcare,0.93,1.39,0.32,2.91,46.89,8.44,0,34.65,38.38,0.36,85.19,0.59,0.76,0,7,2,0.82,2.06,46.89,4.17,142.71,4.76,,276.49,4.88,72.85,597.56,222.42,142.71,677.26,53.12,0,0,0,0
Gian Lifecare,26.79,15.56,27.7,0,0.26,966.67,2.43,-1.62,12.29,Healthcare,1.81,4.9,0.3,8.59,53.1,10.93,0,34.65,26.53,1.03,14.8,2.33,0.99,0,4,4,0.46,1.68,53.1,18.74,99.52,4.76,,-63.69,10.21,23.94,-163.65,379.55,99.52,116.38,46.9,0,0,0,0
Medinova Diagno.,25.09,14.82,25.04,0,0.33,10,2.42,-1.63,2684.21,Healthcare,,37.44,,,62.14,8.46,0,34.65,30.01,1,-5.14,2.27,0.44,0,5,3,2.24,-0.87,62.14,2684.21,25.58,4.76,,-97.92,56.7,,25.58,,25.58,,37.86,0,0,0,0
Chennai Meena,29.25,24.83,21.85,0,0.02,-50,6.55,2.83,21.36,Healthcare,182.05,4.15,88.58,,55.78,7.69,0,34.65,27.95,0.75,0.16,18.29,0.73,0,6,5,1.28,182.83,55.78,13.38,15.37,4.76,,-91.71,9.56,2.06,-71.79,109.87,15.37,22.71,44.07,0,0,0.14,0
Soni Medicare,28.67,,12.23,0,0.09,50,7.54,12.87,0.81,Healthcare,3.72,-3.44,2.33,-18.43,69.79,1.05,0,34.65,19.05,0.43,7.71,13.95,1.04,0,6,4,1.41,5.91,69.79,0.9,103.68,4.76,,36.59,1,,-101.31,225.75,103.68,20.76,30.21,0,0,0,0
Dr Lalchand. Lab,27,,11.7,0,-0.59,,2.76,,-3.65,Healthcare,1.31,-8.61,0.72,-14.89,60.78,-3.8,0,34.65,15.01,0.43,20.59,0.88,1.81,0,2,2,0.28,1.73,60.78,-4.35,305.62,4.76,,277.37,-3.24,,340,378.22,305.62,412.61,39.22,0,0,0,0
Dhanvantri Jeev.,13,,5.33,0,0.05,25,4.98,21.46,-1.38,Healthcare,0.58,-1.56,0,-2.34,19.65,-3.01,0,34.65,4.32,0.41,22.57,35.15,1.19,0,3,5,1.25,1.52,19.65,-1.41,50.58,4.76,,-6.61,-0.94,,27.42,34.34,50.58,11.18,80.36,0,0,0,0
Transpact Enter.,136.8,,5.29,,-0.09,,0,,-7.87,Healthcare,9.8,-6.36,0.53,-11.67,32.63,-1.26,0,34.65,5.57,0.04,13.96,19,0.17,0,6,5,0.35,1.83,32.63,-41.18,0,4.76,,-86.45,-6.73,,-172.89,192.11,0,19.21,67.36,0,0,0,0
Looks Health,4.9,,5.15,0,0,-100,0,-100,-0.67,Healthcare,0.35,-1.07,0,-1.07,21.17,-2.81,0,34.65,4.98,1.05,14.11,,22,,3,4,0,1.01,21.17,-9.26,0,4.76,,4380,-0.94,,0,,0,,78.84,0,0,0,0
Dolphin Medical,1.71,,2.58,0,0.01,133.33,0.15,0,-0.91,Healthcare,0.25,-0.98,0.07,-1.17,26.44,-2.4,0,34.65,3.33,1.51,6.74,,2.97,0,5,6,0.05,1.2,26.44,-1.26,0,4.76,,771.89,-0.66,,0,,0,0,73.56,0,0,0,0
Indian Hotels Co,424.25,57.59,60260.48,0.24,236.01,26.22,1466.37,15.82,13.29,Hotels & Restaurants,7.55,7.58,0.39,12.72,38.19,2.53,0,32.8,62346.06,142.04,56.2,7.39,0.81,0,7,5,0.44,1.66,38.19,12.14,28.05,3.02,,-50.73,11.66,96.91,-255.51,367.85,28.05,84.29,15.98,21.64,3.4,24.05,-3.42
EIH,272.25,41.99,17025.54,0.4,106.03,88.95,498.1,26.33,16.04,Hotels & Restaurants,5.05,8.92,0.07,11.37,32.85,3.79,0,32.8,16805.05,62.54,53.96,5.68,1.47,0,9,5,0.47,1.26,32.85,12.92,40.55,3.02,,-23.23,14.47,83.08,-415.71,577.35,40.55,121.1,49.36,4.03,0.26,13.74,-0.17
Chalet Hotels,540.75,53.3,11086.72,0,88.66,202.7,310.77,22.83,9.22,Hotels & Restaurants,7.19,3.34,1.54,9.69,71.66,2.85,32.01,32.8,13631.87,20.5,75.21,0.38,0.27,0,7,4,0.24,2.73,48.72,6.3,19.07,3.02,,39.31,7.84,141.75,1075.02,548.63,19.07,1604.58,3.88,2.97,0.93,21.5,-1.02
