Sector Name,Dummy,Percentage Allocation,Scheme Name,Fund House,Type,Sub-Category,Category
Financial Services,,24.71%,Nippon India Vision Fund,Nippon India Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Capital Goods,,9.35%,Nippon India Vision Fund,Nippon India Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Information Technology,,8.34%,Nippon India Vision Fund,Nippon India Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Healthcare,,8.34%,Nippon India Vision Fund,Nippon India Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Power,,6.66%,Nippon India Vision Fund,Nippon India Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Miscellaneous,,84.88%,NJ Arbitrage Fund,NJ Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Sovereign,,11.23%,NJ Arbitrage Fund,NJ Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Current Assets,,4.54%,NJ Arbitrage Fund,NJ Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Chemicals,,-,NJ Arbitrage Fund,NJ Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Telecommunication,,-,NJ Arbitrage Fund,NJ Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Miscellaneous,,37.83%,NJ Balanced Advantage Fund,NJ Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Information Technology,,16.60%,NJ Balanced Advantage Fund,NJ Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Fast Moving Consumer Goods,,7.69%,NJ Balanced Advantage Fund,NJ Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Capital Goods,,7.46%,NJ Balanced Advantage Fund,NJ Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Financial Services,,6.13%,NJ Balanced Advantage Fund,NJ Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Information Technology,,35.89%,NJ ELSS Tax Saver Scheme,NJ Mutual Fund,Open Ended,ELSS,Equity
Financial Services,,16.24%,NJ ELSS Tax Saver Scheme,NJ Mutual Fund,Open Ended,ELSS,Equity
Fast Moving Consumer Goods,,14.95%,NJ ELSS Tax Saver Scheme,NJ Mutual Fund,Open Ended,ELSS,Equity
Capital Goods,,9.35%,NJ ELSS Tax Saver Scheme,NJ Mutual Fund,Open Ended,ELSS,Equity
Automobile and Auto Components,,4.51%,NJ ELSS Tax Saver Scheme,NJ Mutual Fund,Open Ended,ELSS,Equity
Information Technology,,30.00%,NJ Flexi Cap Fund,NJ Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Fast Moving Consumer Goods,,14.08%,NJ Flexi Cap Fund,NJ Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Capital Goods,,13.48%,NJ Flexi Cap Fund,NJ Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Financial Services,,11.51%,NJ Flexi Cap Fund,NJ Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Automobile and Auto Components,,8.35%,NJ Flexi Cap Fund,NJ Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Current Assets,,100.00%,NJ Overnight Fund,NJ Mutual Fund,Open Ended,Overnight Fund,Debt
Miscellaneous,,72.13%,Parag Parikh Arbitrage Fund,PPFAS Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Mutual Funds,,11.36%,Parag Parikh Arbitrage Fund,PPFAS Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Current Assets,,8.19%,Parag Parikh Arbitrage Fund,PPFAS Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Financial Services,,6.67%,Parag Parikh Arbitrage Fund,PPFAS Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Sovereign,,2.09%,Parag Parikh Arbitrage Fund,PPFAS Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Sovereign,,66.38%,Parag Parikh Conservative Hybrid Fund,PPFAS Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Realty,,7.72%,Parag Parikh Conservative Hybrid Fund,PPFAS Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Financial Services,,7.20%,Parag Parikh Conservative Hybrid Fund,PPFAS Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
"Oil, Gas & Consumable Fuels",,4.36%,Parag Parikh Conservative Hybrid Fund,PPFAS Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Current Assets,,3.91%,Parag Parikh Conservative Hybrid Fund,PPFAS Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Financial Services,,40.41%,Parag Parikh ELSS Tax Saver Fund,PPFAS Mutual Fund,Open Ended,ELSS,Equity
Information Technology,,18.54%,Parag Parikh ELSS Tax Saver Fund,PPFAS Mutual Fund,Open Ended,ELSS,Equity
Current Assets,,9.63%,Parag Parikh ELSS Tax Saver Fund,PPFAS Mutual Fund,Open Ended,ELSS,Equity
Automobile and Auto Components,,7.45%,Parag Parikh ELSS Tax Saver Fund,PPFAS Mutual Fund,Open Ended,ELSS,Equity
"Oil, Gas & Consumable Fuels",,6.67%,Parag Parikh ELSS Tax Saver Fund,PPFAS Mutual Fund,Open Ended,ELSS,Equity
Financial Services,,34.25%,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Information Technology,,14.86%,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Current Assets,,13.33%,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Automobile and Auto Components,,7.03%,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Fast Moving Consumer Goods,,5.39%,Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Sovereign,,80.01%,Parag Parikh Liquid Fund,PPFAS Mutual Fund,Open Ended,Liquid Fund,Debt
Current Assets,,11.97%,Parag Parikh Liquid Fund,PPFAS Mutual Fund,Open Ended,Liquid Fund,Debt
Financial Services,,7.84%,Parag Parikh Liquid Fund,PPFAS Mutual Fund,Open Ended,Liquid Fund,Debt
Mutual Funds,,0.19%,Parag Parikh Liquid Fund,PPFAS Mutual Fund,Open Ended,Liquid Fund,Debt
Current Assets,,80.47%,PGIM India Arbitrage Fund,PGIM India Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Mutual Funds,,11.53%,PGIM India Arbitrage Fund,PGIM India Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Sovereign,,8.54%,PGIM India Arbitrage Fund,PGIM India Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Realty,,-,PGIM India Arbitrage Fund,PGIM India Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Information Technology,,-,PGIM India Arbitrage Fund,PGIM India Mutual Fund,Open Ended,Arbitrage Fund,Hybrid
Financial Services,,41.26%,PGIM India Balanced Advantage Fund,PGIM India Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
"Oil, Gas & Consumable Fuels",,8.44%,PGIM India Balanced Advantage Fund,PGIM India Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Sovereign,,7.38%,PGIM India Balanced Advantage Fund,PGIM India Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Healthcare,,6.55%,PGIM India Balanced Advantage Fund,PGIM India Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Information Technology,,6.14%,PGIM India Balanced Advantage Fund,PGIM India Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Sovereign,,96.42%,PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund,PGIM India Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,3.58%,PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund,PGIM India Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,74.49%,PGIM India Dynamic Bond Fund,PGIM India Mutual Fund,Open Ended,Dynamic Bond,Debt
Financial Services,,19.23%,PGIM India Dynamic Bond Fund,PGIM India Mutual Fund,Open Ended,Dynamic Bond,Debt
Current Assets,,6.00%,PGIM India Dynamic Bond Fund,PGIM India Mutual Fund,Open Ended,Dynamic Bond,Debt
Mutual Funds,,0.28%,PGIM India Dynamic Bond Fund,PGIM India Mutual Fund,Open Ended,Dynamic Bond,Debt
Financial Services,,31.13%,PGIM India ELSS Tax Saver Fund,PGIM India Mutual Fund,Open Ended,ELSS,Equity
Information Technology,,8.02%,PGIM India ELSS Tax Saver Fund,PGIM India Mutual Fund,Open Ended,ELSS,Equity
Healthcare,,7.94%,PGIM India ELSS Tax Saver Fund,PGIM India Mutual Fund,Open Ended,ELSS,Equity
Automobile and Auto Components,,7.23%,PGIM India ELSS Tax Saver Fund,PGIM India Mutual Fund,Open Ended,ELSS,Equity
Consumer Services,,6.94%,PGIM India ELSS Tax Saver Fund,PGIM India Mutual Fund,Open Ended,ELSS,Equity
Current Assets,,62.78%,PGIM India Equity Savings Fund,PGIM India Mutual Fund,Open Ended,Equity Savings,Hybrid
Sovereign,,20.48%,PGIM India Equity Savings Fund,PGIM India Mutual Fund,Open Ended,Equity Savings,Hybrid
Financial Services,,5.70%,PGIM India Equity Savings Fund,PGIM India Mutual Fund,Open Ended,Equity Savings,Hybrid
Information Technology,,2.07%,PGIM India Equity Savings Fund,PGIM India Mutual Fund,Open Ended,Equity Savings,Hybrid
"Oil, Gas & Consumable Fuels",,1.31%,PGIM India Equity Savings Fund,PGIM India Mutual Fund,Open Ended,Equity Savings,Hybrid
Financial Services,,31.60%,PGIM India Flexi Cap Fund,PGIM India Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Healthcare,,8.95%,PGIM India Flexi Cap Fund,PGIM India Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Information Technology,,8.57%,PGIM India Flexi Cap Fund,PGIM India Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Automobile and Auto Components,,8.46%,PGIM India Flexi Cap Fund,PGIM India Mutual Fund,Open Ended,Flexi Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,7.70%,PGIM India Flexi Cap Fund,PGIM India Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Sovereign,,89.45%,PGIM India Gilt Fund,PGIM India Mutual Fund,Open Ended,Gilt Fund,Debt
Current Assets,,10.55%,PGIM India Gilt Fund,PGIM India Mutual Fund,Open Ended,Gilt Fund,Debt
Mutual Funds,,98.70%,PGIM India Global Equity Opportunities Fund,PGIM India Mutual Fund,Open Ended,FoF - Overseas,Other
Current Assets,,1.30%,PGIM India Global Equity Opportunities Fund,PGIM India Mutual Fund,Open Ended,FoF - Overseas,Other
Mutual Funds,,97.88%,PGIM India Global Select Real Estate Securities Fund of Fund,PGIM India Mutual Fund,Open Ended,FoF - Overseas,Other
Current Assets,,2.12%,PGIM India Global Select Real Estate Securities Fund of Fund,PGIM India Mutual Fund,Open Ended,FoF - Overseas,Other
Financial Services,,22.48%,PGIM India Hybrid Equity Fund,PGIM India Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Sovereign,,17.44%,PGIM India Hybrid Equity Fund,PGIM India Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Mutual Funds,,10.11%,PGIM India Hybrid Equity Fund,PGIM India Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
"Oil, Gas & Consumable Fuels",,5.29%,PGIM India Hybrid Equity Fund,PGIM India Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Information Technology,,4.87%,PGIM India Hybrid Equity Fund,PGIM India Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Financial Services,,32.44%,PGIM India Large Cap Fund,PGIM India Mutual Fund,Open Ended,Large Cap Fund,Equity
Information Technology,,10.48%,PGIM India Large Cap Fund,PGIM India Mutual Fund,Open Ended,Large Cap Fund,Equity
Fast Moving Consumer Goods,,8.89%,PGIM India Large Cap Fund,PGIM India Mutual Fund,Open Ended,Large Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,6.38%,PGIM India Large Cap Fund,PGIM India Mutual Fund,Open Ended,Large Cap Fund,Equity
Automobile and Auto Components,,5.73%,PGIM India Large Cap Fund,PGIM India Mutual Fund,Open Ended,Large Cap Fund,Equity
Financial Services,,18.72%,PGIM India Midcap Opportunities Fund,PGIM India Mutual Fund,Open Ended,Mid Cap Fund,Equity
Automobile and Auto Components,,13.99%,PGIM India Midcap Opportunities Fund,PGIM India Mutual Fund,Open Ended,Mid Cap Fund,Equity
Capital Goods,,10.77%,PGIM India Midcap Opportunities Fund,PGIM India Mutual Fund,Open Ended,Mid Cap Fund,Equity
Healthcare,,10.45%,PGIM India Midcap Opportunities Fund,PGIM India Mutual Fund,Open Ended,Mid Cap Fund,Equity
Chemicals,,8.12%,PGIM India Midcap Opportunities Fund,PGIM India Mutual Fund,Open Ended,Mid Cap Fund,Equity
Financial Services,,92.62%,PGIM India Money Market Fund,PGIM India Mutual Fund,Open Ended,Money Market Fund,Debt
Sovereign,,12.92%,PGIM India Money Market Fund,PGIM India Mutual Fund,Open Ended,Money Market Fund,Debt
Mutual Funds,,0.28%,PGIM India Money Market Fund,PGIM India Mutual Fund,Open Ended,Money Market Fund,Debt
Current Assets,,-5.81%,PGIM India Money Market Fund,PGIM India Mutual Fund,Open Ended,Money Market Fund,Debt
Current Assets,,96.63%,PGIM India Overnight Fund,PGIM India Mutual Fund,Open Ended,Overnight Fund,Debt
Sovereign,,3.37%,PGIM India Overnight Fund,PGIM India Mutual Fund,Open Ended,Overnight Fund,Debt
Financial Services,,22.81%,PGIM India Small Cap Fund,PGIM India Mutual Fund,Open Ended,Small cap Fund,Equity
Capital Goods,,13.74%,PGIM India Small Cap Fund,PGIM India Mutual Fund,Open Ended,Small cap Fund,Equity
Healthcare,,13.43%,PGIM India Small Cap Fund,PGIM India Mutual Fund,Open Ended,Small cap Fund,Equity
Consumer Services,,8.02%,PGIM India Small Cap Fund,PGIM India Mutual Fund,Open Ended,Small cap Fund,Equity
Consumer Durables,,7.75%,PGIM India Small Cap Fund,PGIM India Mutual Fund,Open Ended,Small cap Fund,Equity
Financial Services,,85.37%,PGIM India Ultra Short Duration Fund,PGIM India Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Sovereign,,12.66%,PGIM India Ultra Short Duration Fund,PGIM India Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Current Assets,,1.56%,PGIM India Ultra Short Duration Fund,PGIM India Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
Mutual Funds,,0.41%,PGIM India Ultra Short Duration Fund,PGIM India Mutual Fund,Open Ended,Ultra Short Duration Fund,Debt
"Oil, Gas & Consumable Fuels",,16.51%,Quant Absolute Fund,Quant Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Financial Services,,16.09%,Quant Absolute Fund,Quant Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Sovereign,,15.85%,Quant Absolute Fund,Quant Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Metals & Mining,,10.64%,Quant Absolute Fund,Quant Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Healthcare,,9.93%,Quant Absolute Fund,Quant Mutual Fund,Open Ended,Aggressive Hybrid Fund,Hybrid
Financial Services,,17.90%,Quant Active Fund,Quant Mutual Fund,Open Ended,Multi Cap Fund,Equity
Metals & Mining,,14.67%,Quant Active Fund,Quant Mutual Fund,Open Ended,Multi Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,14.63%,Quant Active Fund,Quant Mutual Fund,Open Ended,Multi Cap Fund,Equity
Healthcare,,11.10%,Quant Active Fund,Quant Mutual Fund,Open Ended,Multi Cap Fund,Equity
Fast Moving Consumer Goods,,8.78%,Quant Active Fund,Quant Mutual Fund,Open Ended,Multi Cap Fund,Equity
Financial Services,,85.57%,Quant BFSI Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
"Oil, Gas & Consumable Fuels",,9.49%,Quant BFSI Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
Power,,2.70%,Quant BFSI Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
Current Assets,,1.51%,Quant BFSI Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
Sovereign,,0.73%,Quant BFSI Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
Financial Services,,25.93%,Quant Business Cycle Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
"Oil, Gas & Consumable Fuels",,11.00%,Quant Business Cycle Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Healthcare,,10.46%,Quant Business Cycle Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Metals & Mining,,8.31%,Quant Business Cycle Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Power,,7.76%,Quant Business Cycle Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Financial Services,,32.45%,Quant Dynamic Asset Allocation Fund,Quant Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
"Oil, Gas & Consumable Fuels",,15.02%,Quant Dynamic Asset Allocation Fund,Quant Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Automobile and Auto Components,,9.75%,Quant Dynamic Asset Allocation Fund,Quant Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Metals & Mining,,9.20%,Quant Dynamic Asset Allocation Fund,Quant Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Fast Moving Consumer Goods,,7.99%,Quant Dynamic Asset Allocation Fund,Quant Mutual Fund,Open Ended,Dynamic Asset Allocation or Balanced Advantage,Hybrid
Financial Services,,17.52%,Quant ELSS Tax Saver Fund,Quant Mutual Fund,Open Ended,ELSS,Equity
Metals & Mining,,16.51%,Quant ELSS Tax Saver Fund,Quant Mutual Fund,Open Ended,ELSS,Equity
"Oil, Gas & Consumable Fuels",,15.73%,Quant ELSS Tax Saver Fund,Quant Mutual Fund,Open Ended,ELSS,Equity
Healthcare,,13.23%,Quant ELSS Tax Saver Fund,Quant Mutual Fund,Open Ended,ELSS,Equity
Power,,7.24%,Quant ELSS Tax Saver Fund,Quant Mutual Fund,Open Ended,ELSS,Equity
Financial Services,,35.52%,Quant ESG Equity Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Healthcare,,34.61%,Quant ESG Equity Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
"Oil, Gas & Consumable Fuels",,12.68%,Quant ESG Equity Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Metals & Mining,,8.59%,Quant ESG Equity Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Fast Moving Consumer Goods,,7.36%,Quant ESG Equity Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Financial Services,,26.99%,Quant Flexi Cap Fund,Quant Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Metals & Mining,,13.88%,Quant Flexi Cap Fund,Quant Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Healthcare,,13.55%,Quant Flexi Cap Fund,Quant Mutual Fund,Open Ended,Flexi Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,13.22%,Quant Flexi Cap Fund,Quant Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Power,,9.07%,Quant Flexi Cap Fund,Quant Mutual Fund,Open Ended,Flexi Cap Fund,Equity
Financial Services,,20.24%,Quant Focused Fund,Quant Mutual Fund,Open Ended,Focused Fund,Equity
"Oil, Gas & Consumable Fuels",,18.96%,Quant Focused Fund,Quant Mutual Fund,Open Ended,Focused Fund,Equity
Fast Moving Consumer Goods,,18.31%,Quant Focused Fund,Quant Mutual Fund,Open Ended,Focused Fund,Equity
Power,,13.14%,Quant Focused Fund,Quant Mutual Fund,Open Ended,Focused Fund,Equity
Healthcare,,12.63%,Quant Focused Fund,Quant Mutual Fund,Open Ended,Focused Fund,Equity
Sovereign,,96.28%,Quant Gilt Fund,Quant Mutual Fund,Open Ended,Gilt Fund,Debt
Current Assets,,3.72%,Quant Gilt Fund,Quant Mutual Fund,Open Ended,Gilt Fund,Debt
Healthcare,,74.81%,Quant Healthcare Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
"Oil, Gas & Consumable Fuels",,9.57%,Quant Healthcare Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
Financial Services,,9.34%,Quant Healthcare Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
Current Assets,,3.70%,Quant Healthcare Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
Sovereign,,2.57%,Quant Healthcare Fund,Quant Mutual Fund,Open Ended,Sectoral,Equity
Metals & Mining,,21.39%,Quant Infrastructure Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Financial Services,,17.36%,Quant Infrastructure Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
"Oil, Gas & Consumable Fuels",,16.91%,Quant Infrastructure Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Realty,,11.35%,Quant Infrastructure Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Construction,,10.05%,Quant Infrastructure Fund,Quant Mutual Fund,Open Ended,Thematic,Equity
Metals & Mining,,21.66%,Quant Large and Mid Cap Fund,Quant Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Healthcare,,18.07%,Quant Large and Mid Cap Fund,Quant Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
Financial Services,,13.70%,Quant Large and Mid Cap Fund,Quant Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
"Oil, Gas & Consumable Fuels",,13.47%,Quant Large and Mid Cap Fund,Quant Mutual Fund,Open Ended,Large & Mid Cap Fund,Equity
